Family	Genus	Species	Subspecies	hap	Reference
Riodinidae	Metacharis	lucius		11	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Napaea	eucharila		22	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Napaea	orpheus		26	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Necyria	bellona		21-27	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Nymphidium	acherois		31	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Nymphidium	cahcrus		21	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Nymphidium	caricae		31	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Nymphidium	leucosia		31	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Nymphidium	mantus		31	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Nymphidium	molpe		31	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Panara	jarbas		15-16	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Panara	ovifera		26	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Phaenochitonia	cingulus		8–10	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Phaenochitonia	rufilinea		10	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Pirascca	sagaris	satnius	20	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Rhetus	periander		15	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Riodina	lysippus		14	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Siseme	neurodes		17	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Stalachtis	magdalena		19	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Stalachtis	phlegia		28	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Stalachtis	phlegia	susanna	36	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Symmachia	accusatrix		22	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Symmachia	menetas		27	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Synargis	abaris		24	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Synargis	brennus		20	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Synargis	calyce		17	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Synargis	orestessa		18	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Synargis	phliasus		17	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Synargis	pittheus		27	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Syrmatia	nyx		21	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Theope	acosma		16	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Theope	foliorum		29	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Thisbe	irenea		15	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."
Riodinidae	Zemeros	flegyas		31	"Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74."
Saturniidae	Actias	luna		31	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Actias	selene		31	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Anisota	rubicunda		31	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Antheraea	assamensis		15	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Antheraea	compta		15	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Antheraea	frithii		31	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Antheraea	mylitta		31	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Antheraea	paphia		31	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Antheraea	pernyi		49	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."
Saturniidae	Antheraea	polyphemus		30	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Antheraea	roylei		31	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Antheraea	sivalica		31	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Antheraea	yamamai		31	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Attacus	edwardsii		64	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Automeris	io		31	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Caligula	boisduvalii		30	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Callosamia	promethea		19	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Cricula	trifenestrata		31	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Dictyoploca	cachara		30	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Dictyoploca	japonica		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Saturniidae	Dictyoploca	silma		31	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Dryocampa	rubicunda		31	"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."
Saturniidae	Eriogyna	pyretorum		30	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Eudia	pavonia		29	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Graellsia	isabellae		31	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Hyalophora	cecropia		30-31	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Hyalophora	columbia		31	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Hyalophora	euryalis		31	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Hyalophora	gloveri		31	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Loepa	katinka		28	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Philosamia	cynthia		13	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Saturniidae	Philosamia	cynthia	pryeri	14	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Saturniidae	Philosamia	cynthia	ricini	14	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Saturniidae	Philosamia	cynthia	walkeri	13	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Saturniidae	Philosarnia	cynthia	canningii	14	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Philosarnia	cynthia	pryeri	14	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Philosarnia	cynthia	ricini	14	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Philosarnia	cynthia	walkeri	13	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Platysamia	cecropia		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Saturniidae	Platysamia	Columbia		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Saturniidae	Platysamia	euryalis		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Saturniidae	Platysamia	gloveri		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Saturniidae	Rhodinia	fugax	diana	31	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Saturnia	pavonia		29	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Saturniidae	Saturnia	pyri		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Saturniidae	Sonthonnaxia	maenas		31	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Saturniidae	Telea	polyphemus		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Agapetes	galathea		24	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Agapetes	russiae		24-26	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Aphantopus	hyperantus		23	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Bicyclus	anynana		28	"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737."
Satyridae	Bicylus	funebris		29	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Bicylus	sandace		28	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Bicylus	vulgaris		28	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Bicylus	zinebi		26	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Brentesia	circe		29	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Cercyonis	oetus		27	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Cercyonis	pegala		27	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Chazara	anthe		28	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Chazara	bischoffi		28	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Chazara	briseis		28	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Coenonympha	arcania		32	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Coenonympha	dorus		29	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Coenonympha	gardetta		29-52	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Coenonympha	iphis		29	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Coenonympha	oedippus		29	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Coenonympha	pamphilus		29	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Coenonympha	saadi		29	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Satyridae	Coenonympha	tullia		29	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
