Family	Genus	species	sub.species	uncertainities	SpecisName	other.names.genera	other.names.species	other.names.sub.species	other.name.type	Source.of.other.name	notes.on.other.name	Sexual.System	Karyotype	notes..Karyotype	Predicted.ploidy	female2N	male2N	notesMale2N	notes..comments	cite.key
Riodinidae	Eurybia	misellivestis			NA										NA		26			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Taygetis	kena			NA										NA		24			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Consul	panariste			NA										NA		22			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Notodontidae	Clostera	timon			NA							gonochorous			NA		20			Federley 1953
Riodinidae	Phaenochitonia	rufilinea			NA										NA		20			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Pampasatyrus	ocelloides			NA										NA		20			"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil.Bulletin de la Société entomologique de France,76(5), pp.131-137."
Riodinidae	Calephelis	nilus			NA										NA		20			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Lycaenidae	Polyommatus	masulensis			NA										NA		20			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Pyralidae	Perinephala	coronata			NA							gonochorous			NA		20			"Bigger, T.R.L., 1960. Chromosome numbers of Lepidoptera. Part I. Entomologist's Gaz., 11, pp.149-152."
Nymphalidae	Taygetis	araguaia			NA										NA		20			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Anaeini	sp.			NA										NA		18			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Auca	nycteropus			NA										NA		14			"De Lesse, H., 1967. Les nombres de chromosomes chez les Lépidoptères Rhopalocères néotropicaux.Ann. Soc. Ent. Fr.(NS),3, pp.67-136."
Nymphalidae	Ollantaya	aegineta			NA										NA		12			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Polygrapha	suprema			NA										NA		NA	"58,60"		"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Geometridae	Eulype	subhastata			NA	Rheumaptera	subhastata					gonochorous			NA		NA	60-62		"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184."
Lycaenidae	Agrodiaetus	sibirica			NA										NA		NA	120-130		"Lukhtanov, V.A., 1989. Karyotypes of some blue butterflies of the Agrodiaetus species groups (Lepidoptera, Lycaenidae). Ann. Entomol. Fenn, 55, pp.137-144."
Papilionidae	Graphium	podalirius			NA							gonochorous			NA		NA	54-58		"Kernewitz, B., 1915. Spermiogenese bei Lepidopteren mit besonderer Berücksichtigung der Chromosomen. Brandstätter."
Lycaenidae	Simiskina	pharyge			NA										NA		NA	72-74	The original article shows this butterfly as Sumiskina pharyge which seems to be a typo	"Abe, A. and Abe, R., 2009.A chromosome survey of nine species of Poritiinae (Lepidoptera, Lycaenidae) from Malaysia. The Transactions of the Lepidopterological Scociety of Japan, 60(3), pp.211-221. "
Nymphalidae	Auca	nycteropus			NA										NA		NA	"14-16,16"		"De Lesse, H., 1967. Les nombres de chromosomes chez les Lépidoptères Rhopalocères néotropicaux.Ann. Soc. Ent. Fr.(NS),3, pp.67-136."
Nymphalidae	Auca	nycteropus			NA										NA		NA	18-20		"De Lesse, H., 1967. Les nombres de chromosomes chez les Lépidoptères Rhopalocères néotropicaux.Ann. Soc. Ent. Fr.(NS),3, pp.67-136."
Nymphalidae	Memphis	moruus	stheno		NA										NA		NA	"56,58"		"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Memphis	moruus			NA										NA		NA	"52,56"		"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Coenonympha	liphon			NA										NA	58	NA			"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464."
Nymphalidae	Melitaea	latonigena			NA										NA		NA	58-60		"Lukhtanov VA, Kuznetsova VG. (1989)The analysis of the karyotype variability in the butterflies of theMelitaea didymagroup along with the evidence of the species distinctness ofM. latonigena(Lepidoptera, Nymphalidae).Zoologichesky Zhurnal68(12): 38?46."
Nymphalidae	Memphis	laertes	laertes		NA										NA		NA	"48,54"		"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Euptychia	hermes			NA										NA		NA	"26,36, 46, 50"		"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of neotropical butterflies from Trinidad and Tobago.Biotropica, pp.24-31."
Nymphalidae	Euptychia	hermes			NA										NA		NA	"26,36,46,50"		"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.Biotropica, pp.24-31."
Lycaenidae	Polyommatus	dantchenkoi			NA										NA		NA	80-84		"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Nymphalidae	Memphis	appias			NA										NA		NA	60-62		"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Amathusiidae	Faunis	eumeus				Faunis	eumeus		ACCEPTED	GBIF							58			"Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74."
Erebidae	Apantesis	phalerata				Apantesis	phalerata		ACCEPTED	GBIF							58			"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Erebidae	Diaphora	mendica				Diaphora	mendica		ACCEPTED	GBIF							62			"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Erebidae	Earias	insulara				Earias	insulana		ACCEPTED	GBIF							62			"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Erebidae	Hyphantria	cunea				Hyphantria	cunea		ACCEPTED	GBIF							62			"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Erebidae	Lilhosia	quadra				Lithosia	quadra		ACCEPTED	GBIF							62			"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Erebidae	Ocnogyna	baetica				Ocnogyna	baetica		ACCEPTED	GBIF							62			"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Erebidae	Spilosoma	lubricipedum				Spilosoma	lubricipeda		ACCEPTED	GBIF							62			"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Erebidae	Spilosoma	mendica				Spilosoma	mendica		ACCEPTED	GBIF							52			"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Erebidae	Spilosoma	obliqua				Spilosoma	obliqua		ACCEPTED	GBIF							62			"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."
Erebidae	Spilosoma	punctaria				Spilosoma	punctaria		ACCEPTED	GBIF							68			"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Erebidae	Stigmatophora	flava				Stigmatophora	flava		ACCEPTED	GBIF							62			"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Erebidae	Tyria	jacobaeae				Tyria	jacobaeae		ACCEPTED	GBIF							62			"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Nymphalidae	Euploea	core				Euploea	core		ACCEPTED	GBIF							60			"Saitoh, K. & Abe, A. (1970). On the chromosomes of five species of Danaidae from Nepal Himalaya (Lepidoptera; Rhopalocera). Special Bulletin of the Lepidopteran Society of Japan 25: 153–158."
Nymphalidae	Euploea	leuctostictos				Euploea	leucostictos		ACCEPTED	GBIF							60			"Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109."
Nymphalidae	Euploea	mulciber				Euploea	mulciber		ACCEPTED	GBIF							58			"Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109."
Nymphalidae	Euploea	sylvestor				Euploea	sylvester		ACCEPTED	GBIF							58			"Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109."
Nymphalidae	Euploea	tulliolus				Euploea	tulliolus		ACCEPTED	GBIF							58			"Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109."
Nymphalidae	Idea	leuconoe	clara			Idea	leuconoe		ACCEPTED	GBIF							60			"Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109."
Nymphalidae	Parantica	melaneus	swinhoei			Parantica	melaneus		ACCEPTED	GBIF							44			"Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109."
Nymphalidae	Tirumala	limniace				Tirumala	limniace		ACCEPTED	Lepindex							66			"Saitoh, K. & Abe, A. (1970). On the chromosomes of five species of Danaidae from Nepal Himalaya (Lepidoptera; Rhopalocera). Special Bulletin of the Lepidopteran Society of Japan 25: 153–158."
Nymphalidae	Tirumata	limniace				Tirumala	limniace		ACCEPTED	Lepindex							74			"Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109."
Gelechiidae	Anacampsis	innocuella				Anacampsis	innocuella		ACCEPTED	GBIF							58			"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."
Gelechiidae	Exotelsia	nepheos				Exoteleia	nepheos		ACCEPTED	GBIF							24			"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."
Gelechiidae	Exotelsia	pinifoliella				Exoteleia	pinifoliella		ACCEPTED	GBIF							22			"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."
Geometridae	Ascotis	selenaria	cretacea			Ascotis	selenaria		ACCEPTED	GBIF							68			"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Geometridae	Caripeta	angustiorata				Caripeta	angustiorata		ACCEPTED	GBIF							58			"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."
Geometridae	Caripeta	divisata				Caripeta	divisata		ACCEPTED	GBIF							58			"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."
Geometridae	Ectropis	deodarae				Ectropis	deodarae		ACCEPTED	GBIF							62			"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."
Geometridae	Hydriomena	ruberata				Hydriomena	ruberata		ACCEPTED	GBIF							60			"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Geometridae	Lambdina	fiscellaria				Lambdina	fiscellaria		ACCEPTED	GBIF							76			"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."
Geometridae	Mesolenca	albicillata				Mesoleuca	albicillata		ACCEPTED	GBIF							62			"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Geometridae	Nepytia	canosaria				Nepytia	canosaria		ACCEPTED	GBIF							122			"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."
Geometridae	Plagodis	alcoolaria				Plagodis	alcoolaria		ACCEPTED	GBIF							62			"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."
Hesperiidae	Achalarus	lyciades				Achalarus	lyciades		ACCEPTED	GBIF							62			"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperiidae	Amblyscirtes	aenus				Amblyscirtes	aenus		ACCEPTED	GBIF								56-58		"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperiidae	Bibasis	jain	formosana			Bibasis	jaina		ACCEPTED	GBIF							62			"Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123."
Hesperiidae	Carcharodus	boeticus				Carcharodus	boeticus		ACCEPTED	GBIF								76-104		"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperiidae	Carcharodus	flocciferus				Carcharodus	floccifera		ACCEPTED	GBIF								64-116		"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperiidae	Carcharodus	orientalis				Carcharodus	orientalis		ACCEPTED	GBIF							60			"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperiidae	Erynnis	baptisiae				Erynnis	baptisiae		ACCEPTED	GBIF							62			"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperiidae	Ocybadystes	walkeri	sotis			Ocybadistes	walkeri		ACCEPTED	GBIF							56			"Maeki, K. & Ogata, M. (1971). A chromosomal study of eighteen species of butterflies from Australia (Lepidoptera, Rhopalocera). Kontyu 39: 7–14."
Hesperiidae	Pelopidas	conjuncta				Pelopidas	conjuncta		ACCEPTED	GBIF							32			"Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74."
Hesperiidae	Polytremis	Iubricans	taiwana			Polytremis	Iubricans		ACCEPTED	Lepindex							32			"Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123."
Hesperiidae	Pyrgus	cacaliae				Pyrgus	cacaliae		ACCEPTED	GBIF							60			"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperiidae	Spialia	theraphne				Spialia	therapne		ACCEPTED	GBIF							62			"Hernández-Roldán, J.L., Dapporto, L., Dinca, V., Vicente, J.C., Hornett, E.A., Šíchová, J., et al. (2016). Integrative analyses unveil speciation linked to host plant shift in Spialiabutterflies. Molecular Ecology 25: 4267–4284."
Lasiocampidae	Crinocraspeda	torrida				Crinocraspeda	torrida		ACCEPTED	GBIF							52			"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."
Lasiocampidae	Dendrolinus	pini				Dendrolimus	pini		ACCEPTED	GBIF							60			"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Lasiocampidae	Dendrolinus	spectabilis				Dendrolimus	spectabilis		ACCEPTED	GBIF							60			"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
